Unnamed: 0,author_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,product_id,product_name,brand_name,price_usd
10,6153467013,1,0.0,1.0,1,0,1,2022-08-18,"These do absolutely nothing for blemishes. I have used them on several types of blemishes and have had the same results; no change. Save your money, don’t buy these.",,fairLight,green,oily,red,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
11,1130034445,1,0.0,1.0,1,0,1,2022-07-30,"My review is for the dark spot patches. I used all six of them on one spot over a ten day period. My dark spot did not lighten even one bit. I really was hoping this would help, but it definitely did not help. Such a cool concept and easy to use. Not for me!",The Dark Spot Patches did not work for me,light,green,dry,blonde,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
12,35636546107,3,1.0,1.0,3,0,3,2022-06-09,This mostly reduced the dark spots caused by my blemishes and lightened the affected areas leaving them looking less irritated,Reduced dark spots,light,blue,combination,blonde,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
13,9260687690,5,1.0,1.0,1,0,1,2022-05-28,"These are my favorite microneedling patches, I get little red blemishes on my cheeks and these work perfectly to calm them down. I love that they have vitamin C and hyaluronic acid. Inside the initial package are six individually packed patches, which makes it easy to take one or two on the go. Now that I know these work I’m going to buy them regularly, maybe splurge and stock up. They work so well for my needs!",Works great for red blemishes!!!,fair,hazel,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
14,1311655762,2,0.0,0.6666669845581055,3,1,2,2022-03-26,I have bought these a couple of times and have found them to be very ineffective at removing or lessening dark spots.,Dark Spot Patches - Not Effective,light,brown,dry,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
15,2822546780,1,0.0,,0,0,0,2022-03-16,Didn’t do anything and the picture made it appear like the patch was bigger than it was.,,light,blue,combination,gray,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
16,6836876001,4,1.0,1.0,2,0,2,2022-02-22,"These are really good - you see instant results, but continuous use is necessary.",great boost,lightMedium,hazel,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
17,8609075793,5,1.0,1.0,2,0,2,2022-02-11,Omg. I just put 2 on my face as I have sun damage from years of not using spf.   After 2 hours I took them off and I could instantly tell the difference.  Did not sting. Did not burn. I do have sensitive somewhat dry skin (I’m 53) and has no issues except for trying to get the spots off of the paper.  I am definitely buying these again. And again.,highly recommend for sun damage on face.,fair,hazel,dry,auburn,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
18,22134173169,2,0.0,1.0,3,0,3,2022-02-01,"Purchased to help fade a dark pigment spot on my cheek. It moisturized the spot making it less apparent, however I do not feel it faded the spot at all. This might work better for an acne scar but would not recommend for age spots.",Not that great,fair,blue,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
19,2806830155,5,1.0,1.0,2,0,2,2021-12-15,"I bought this when I saw someone posted this product on social media. I wasn’t sure about how effective it is but want to give it a shot. I was trying it tonight for the first time. I kept it on for 2 hours as instructed, and when I peel it off, I found my smile lines disappeared!! It is so amazing! I had obvious smile lines since I was in my 20s. Now I am 30+, it’s just getting more obvious. I did not expect to see such a huge difference from this! Definitely will try it a couple of more times to see the results!",Amazing!,light,brown,dry,black,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
20,5297194011,1,0.0,1.0,4,0,4,2021-11-16,"Didn’t work for me, I have more success with the Hero patches and for less money!",Not worth the $,medium,brown,normal,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
21,1026255993,4,1.0,1.0,4,0,4,2021-11-15,"I purchased the dark spot patches, and while I was slightly dissapointed that I paid $18 for only 6 patches, using just one has made a dramatic difference. I had a dark red/purple spot from a zit that didn’t quite heal right (I was bad, I picked, I know). Just after one patch, it has lightened up a LOT. I am on to my third patch, and it is half the hue it started at, so I am fairly confident that by the 6th patch, it’ll be extremely lightened up, if not all the way gone. Also, after the first patch, the size of the dark spot shrank -- not by a lot, but by a decent amount. The sticker sometimes doesn’t stick all the way with the edges, so that’s why I am giving it only four starts, but it does stick on all day/night. I have worn mine for 6-8 hours during the day, and 8-9 hours during the night. I wake up and it’s still on. It could be because my spot is on the side of my nose, but like I said, not all of the edges stick on to the surface. I could be the anomaly, since several of the reviews are 1-2 stars, but those are for the blemish patch (which I recommend Peace Out healing dots, which are a better value for the price). I will purchase again in the future, when I have another dark spot from a zit.",Great for Dark Spots!,fair,brown,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
22,8664485210,1,0.0,0.6666669845581055,12,4,8,2021-10-15,"I used this product for some years, but the last three times I got it from Sephora and they are not the same…. There is no micro needles….. I wrote to the Dr. Jart site and they told that they did not change anything and it should be bad product.",,fair,blue,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
23,6763402557,2,0.0,1.0,1,0,1,2021-10-10,"I’m generally a fan of Dr. Jart+ products, but this did not work well for me. I tried it on several blemishes of various sizes. No dice. I’ve used patches with microtips from other brands before & gotten much better results. I’m glad I got it on sale because I would have been mad if they were this ineffective at an $18 price point. Save your money & go for the Peach Slices Deep Blemish Microdarts instead.",Overpriced & Ineffective,light,brown,combination,black,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
24,22385752133,2,0.0,1.0,1,0,1,2021-10-05,Hasn’t done anything for my problem points despite repeated usage. Not useful at all.,"Nope, did not work",medium,brown,oily,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
25,5278521920,3,1.0,0.0,5,5,0,2021-09-24,Can’t a product just feel like it’s working to be enough?? I’d say that it didn’t really lighten my dark spots at all (which go-figure) but it ~felt~ like it was doing something which counts. Idk if the micro tips do anything but you do feel like some off-brand dermatologist when you use them.,Does a product really have to ~work~?,light,brown,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
26,8535900521,2,0.0,1.0,7,0,7,2021-08-31,Reviewing the dark circle patches (website didn’t give me option to select anything other than Dark Spot patches for my review). I bought 2 packs of the dark circle patches (so I used 4 sets in total). They apply easily and stay on all night. They sort of feel like a more gentle version of velcro when you push it into your skin (but it doesn’t hurt). Unfortunately I saw no difference after using 4 sets over about a 6 week period. I have genetic dark circles which are due to thin skin under my eyes. I hoped that the ’micro tip’ + retinol would help to slightly thicken the skin in that area over 6 weeks but that didn’t happen.,EYE PATCHES - No difference,fair,brown,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
27,6045549379,5,1.0,0.800000011920929,5,1,4,2021-08-29,"These aren’t cheap, but they are absolutely worth the money if you have cystic acne. I put one on the area which was starting to form an underground cyst and in the morning my skin was flat and the bump was completely gone (along with the pain) these are amazing",,light,hazel,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
28,6239164309,5,1.0,1.0,7,0,7,2021-08-22,"These are the best ever patches for deep cystic acne. I have dry, sensitive skin that is prone to painful cystic acne. Creams don’t help me much, and sometimes I get cysts that are under my skin for weeks and never come to the surface. I have tried each and every patch on the market. These are the most powerful and effective. Due to the price, I only use them for my most stubborn zits. They are my favorite. I saw that the reviews are negative for them so wanted to make sure that they get the love I think they deserve!",Worth every penny if you have cystic acne!,fair,brown,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
29,1333428721,1,0.0,1.0,5,0,5,2021-08-12,Doesn’t work on dark spots at all. I purchased 2 packages on sale and used them as directed. No change whatsoever in the dark spot I applied it to. Completely useless product.,Dark spot failure,lightMedium,brown,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
30,5086510352,5,1.0,1.0,1,0,1,2021-08-08,Worked to flatten out a big blemish. I had it on at work under my mask and it never bothered me.,,fair,blue,combination,blonde,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
31,11849251956,4,1.0,1.0,2,0,2,2021-08-05,"These do work for my facial blemishes. The only thing is they are a bit pricey. And, I usually need two patches to get rid of one acne. Wish they reduce the price a bit or give some offer/discount on it.",Good but pricey,lightMedium,brown,combination,black,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
32,1413581452,4,1.0,1.0,2,0,2,2021-07-08,"It sounds weird, but it feels good to have the spikes penetrate your blemish/pimple — like it’s getting in there and working. These help to keep me from picking at or touching blemishes, which is helpful.",,lightMedium,blue,dry,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
33,7234024239,4,1.0,1.0,7,0,7,2021-07-07,"I tried them on numerous dark spots and I didn’t notice any difference. However, I have used these on the deep angry pimples, without a head, and it really seemed to help. Sometimes I feel something brewing and put one on overnight and it is gone by morning.","Doesn't help dark spots, but helps deep pimples",light,brown,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
34,22168553698,4,1.0,1.0,4,0,4,2021-07-01,"These are very expensive, I think they are too much for the amount you get. However, these are the best acne patches I have ever tried. They get rid of any pimple after 1-2 days and are truly a miracle.",,fairLight,green,combination,red,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
35,2402642058,5,1.0,1.0,5,0,5,2021-06-21,I’m shocked these don’t have better reviews. The acne patches are the only thing that help deep cystic acne for me. They are expensive so I save these patches for those really stubborn breakouts that would cause scarring to try to pop.,CYSTIC ACNE RELIEF!!,lightMedium,brown,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
36,12575623174,1,0.0,0.4285709857940674,7,4,3,2021-06-20,these do absolutely nothing. literally. left them on overnight and my pimple looks exactly the same. don’t waste your money!,WASTE OF MONEY,light,brown,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
37,1134193341,4,1.0,1.0,12,0,12,2021-06-18,I am in my 40s and even though I sleep on a silk pillowcase I will wake up with creases from my pillow.  And it takes longer and longer for it to go away.  As I don’t want the sleep crease to become a wrinkle I got the Wrinkle Patch.  It is amazing.  I leave it on several hours and the crease is gone.  I wish these were not so expensive.  But I load up when Sephora has their insider discounts.  I highly recommend the wrinkle patch.,Wrinkle patch is amazing!,fair,green,combination,,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
38,2309664626,5,1.0,0.875,8,1,7,2021-06-17,"I get everything isn’t going to work the same for everyone and that’s why these reviews are all over the place. But this works awesome for me. I had two stubborn pimples that wouldn’t stop hurting or go down for over a week no matter what I used but one night if these bad boys and now they’ve dried out! Like non existent! No more inflammation and not a lump left. I’m not going to sit here and give this a bad rating over it’s price since I chose to spend $20 on an item that’s not a life or death necessity. It did what it had to do for its price. I used the blemish patch and will be going to buy around four more packs today, they’re awesome",Worked for me!,tan,brown,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
39,7280851547,5,1.0,0.800000011920929,5,1,4,2021-06-16,"I’ve tried other brand patches, like the mighty patches and a few others, I’ve been shocked by these ones. Especially when I’ve irritated my skin by picking or touching my blemish, there is a noticeable improvement after wearing the patch over night. I also can swear that I feel the little needles when I put the patch on",,lightMedium,hazel,normal,blonde,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
40,7628002317,2,0.0,0.5,2,1,1,2021-06-07,Not so much for me. I did not see any change and it is quite pricy.,Not so much for me,medium,brown,combination,black,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
41,8658982530,1,0.0,0.6666669845581055,3,1,2,2021-05-27,Doesn’t work... nothing happens; very small area is covered;,,fair,blue,oily,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
42,2834693996,5,1.0,0.8333330154418945,6,1,5,2021-05-27,I have cystic acne so alot of the time the pimple doesent come to a head. So when I feel them coming on and because they get super inflamed. I can put this on over night and it’s drys it out. Only thing i found that worked. Thses work under skin amazing.,works great for my cystic acne,medium,brown,oily,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
43,1880872464,5,1.0,1.0,5,0,5,2021-05-26,"I never write reviews, but these zit patches are seriously amazing. I started Differin and was purging, with a massive cystic spot on my chin that had been there for months and wouldn’t budge. I tried every treatment/product imaginable with no luck. After 3 of these patches, it was gone! I will absolutely repurchase.",,light,green,normal,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
44,9721821110,1,0.0,1.0,4,0,4,2021-05-06,I don’t think these things do anything. I have tried so many different spot patches and I genuinely don’t notice any different before or after putting one on. Like for the price no thank you,,medium,blue,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
45,8003002072,2,0.0,0.0666666999459266,15,14,1,2021-05-04,"Waist of 40 minutes. I’ve tried this product 3 times, I saw no difference at all.",,light,green,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
46,10271050007,2,0.0,0.875,8,1,7,2021-04-30,Been a month of purchasing this item and still no results.,Same dark marks,tan,brown,combination,black,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
47,27613770398,3,1.0,0.5,2,1,1,2021-04-29,It was ok but didn’t work for me. I do think it might work for others.,It's ok,light,blue,combination,blonde,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
48,8399204347,4,1.0,0.875,8,1,7,2021-04-17,"I love this don’t know why it doesn’t have a higher rating. I bought 2 packs as I had one big acne scar and a few smaller ones. I used 1 pack or 6 patches per spot. It lightened both spots substantially. Of course the scars didn’t go fully away, I didn’t expect that for $18. Only later and chemical peels can really do this at a fast rate. I did give it 4 stars because $18 patches for 6 patches is very expensive. Despite this I will buy again if I get another very red/purple acne scar that needs lightening.",Expensive but works!,light,green,dry,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
49,5801004473,5,1.0,0.8333330154418945,6,1,5,2021-04-11,I’m honestly so surprised this doesn’t have 5 stars!! I loveeee Dr. Jart as a whole and live by all the products from them! These patches are my favorite blemish patches!!,Good buy!,light,hazel,oily,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
50,10195163582,5,1.0,1.0,15,0,15,2021-04-09,"These patches are seriously amazing! Yes, they are a bit overpriced as little heads up, you technically only get 2.. However, yes it does work. I only tried the fine lines and wrinkle one and keep in mind that I am only 28 so I have no idea how they would actually work on “deeper/stronger“ wrinkles? But for small-ish ones or for around your mouth, yes it does work. I’ve only tried it once so far so I’m quite curious to know how the long term results will look. I woke up quite in a shock since it looked like I had an instagram filter on my face :’) <-I am not exaggerating... Def a good alternative to botox (and def cheaper) Again, they’re great. 10/10 product.",Line&Wrinkles patch,fairLight,brown,combination,black,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
51,1540087909,2,0.0,1.0,5,0,5,2021-04-07,It was okay - I used it for about two weeks on the same dark spot on my face and didn’t see much of a difference. I wouldn’t purchase again.,,lightMedium,brown,combination,black,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
52,10827307949,3,1.0,1.0,8,0,8,2021-03-30,"There are very few products that have led me to have such mixed feelings. This product worked very well for me, but due to the fact that there are so few patches, I had to give it less stars. I wish it came with more than six patches because it was amazing.",Super Mixed Feelings,fairLight,hazel,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
53,23289020547,5,1.0,0.875,16,2,14,2021-03-26,Ok I think the reason for the mixed reviews is Bc people are expecting an overnight miracle. That’s not how skincare works. Unless you’re gonna shell out for plastic surgery- you have to have realistic expectations and have the grit to do a strict skincare routine every night and stick with it. Even then the most expensive lotions and serums are mostly preventative and help minimize the problems you have. I tried the dark spots one. They do exactly what they’re supposed to do. They soften and slightly lighten it. It makes it a little easier to cover with makeup. I hope people realize the blue one is for sunspots. Not acne scarring. It’s a different kind of “dark spot” I dunno- it’s a little pricey but pretty instant compared to the 100$ serums I’ve tried that barely budge it after months of useage. Also- the first night mine slipped - then I started putting it on before my other skincare and it stays fine.,,lightMedium,brown,normal,black,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
54,1848822629,3,0.0,1.0,6,0,6,2021-03-25,"These patches do what they are intended to. I think the majority of negative reviews are because people are thinking this has acne fighting ingredients. There are no acids to help acne, but these do moisturize a spot and help prevent a scar since the skin is healthier. It does not help the spot shrink faster though. The patches don’t hurt at all, and they stick so well if you apply to clean skin. I do my skincare, then where the patch is going to lay, I apply rubbing alcohol with a cotton bud and let dry, then apply the patch. I would have given 4 stars, but the price being so high, and the end result not being spectacular knocked it down another. There are patches witb micro darts that have acne fighting ingredients, I’d go with one of those.",Mixed Feelings,fairLight,brown,combination,black,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
55,7123231561,5,1.0,1.0,7,0,7,2021-03-20,I think a lot of these reviews are people not using them correctly! These work best when you have a big red painful pimple that’s under the skin. I pop one of these on for a few hours and it really helps to bring the bacteria out. It will reduce the redness and the painfulness of the pimple a lot.,great for pimples,lightMedium,brown,dry,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
56,24342757367,5,1.0,1.0,11,0,11,2021-03-14,"These work wonders for dark circles that are hereditary. Over time, they are lessened. What I do is wear them overnight (yes, they stay on thru the night) and remove in the morning. When I take them off, I look at them and if there is still product on them, I put them back in the tray (on the strips that protect the adhesive) and will use them again and again until the product has been completely used. I am able to use each set of patches anywhere between 3 and 6 times. I have tried them on “tired eyes” when my circles are prominent solely due to lack of sleep but I don’t get the same results. I think these are best for hereditary circles. They lighten them enough where it takes several years off my age (I’m nearly 40 and have been considering tear trough filler as a gift to myself to help with my circles which have been prominent since I was about 16). To see if they would work well for you, go in a room with good lighting and see if different angles make your circles disappear, if your circles are only visible in certain angles, these will help you. You will notice a difference after each use, but continued use will help lessen them each time. In my experience, the results seem to be lasting... but if they get worse due to lack of sleep, once I’ve caught up on sleep, they seem to need more work again. These patches used overnight and then followed up in the morning with an under eye brightener or concealer meant to use color correction for days circles tend to make hereditary circles vanish or barely visible. I don’t wear much makeup at all (my all over face “makeup” is just Dr Jart color correcting treatment (I have rosacea so it corrects my redness), no foundation, and I like the Becca under eye brightening corrector (but since that won’t be an option soon, I really like the Charlotte Tilbury magic vanish... the CT texture is amazing and works so well and is a great replacement). Between the patches and an under eye color corrector, my circles are barely seen.",work so well for hereditary circles,fair,green,normal,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
57,1359372555,3,0.0,1.0,6,0,6,2021-03-05,"Really didn’t make any difference in my fine lines. I think it may be one of those things where you need to use it on a regular basis in order to see any results. IMHO with the price tag attached to it, it isn’t worth finding out.",,fair,green,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
58,7708485594,2,0.0,0.5,2,1,1,2021-03-03,"it dried out my pimples a bit but I had to keep on using them for the same spot, and there just around 5 in the bag",not worth the money,fair,brown,dry,black,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
59,2081318608,3,0.0,0.8999999761581421,10,1,9,2021-03-01,"I tried the wrinkle treatments (pink package). I had pretty good luck with a deep forehead wrinkle. I slept with it overnight and it seemed to plump or ’fill in’ the wrinkle and it stayed smooth for a few days. however, i had pretty rotten luck with i tried to use these just under the eye / crows feet area. it didn’t really stick, and the way it bunched up while i slept actually crimped my skin and created new, worse and deeper wrinkle around my eye. granted it wasnt permanent, but still a creepy thing to wake up to.",Mixed results,fair,blue,dry,blonde,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
60,6110472356,2,0.0,1.0,1,0,1,2021-02-27,"I should’ve read the reviews before I spontaneously purchased it in store. I liked the idea of it, and used all of it on one particular dark spot and it didn’t fade whatsoever.",,fairLight,brown,combination,black,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
61,7349770191,1,0.0,1.0,6,0,6,2021-02-24,I purchased this and used it in hopes that it will do something. Spoiler Alert ** it didnt do anything,,medium,brown,normal,blonde,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
62,26479710239,4,1.0,1.0,3,0,3,2021-02-22,"Lots of mixed reviews on here so I just wanted to say that I love these and have seen great results! These aren’t going to make your blemish disappear overnight, but they will fast track bringing the gunk to the surface so it can be extracted. For me, they’ve significantly reduced how long a breakout stays around. I’ve seen a lot of reviews say that they don’t stay on, which has not been my experience, like at all. As long as you apply to clean, dry skin (without product) you shouldn’t have a problem. I apply mine at night after I wash my face, apply the rest of my products around it, and then take them off in the morning. I have oily/combination skin and most of my breakouts are hormonal. Just ordered my 5th pack of these - if you’re on the fence just try!",My new holy grail,lightMedium,blue,oily,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
63,1322507351,1,0.0,0.4000000059604645,5,3,2,2021-02-18,"These do literally nothing. Even after two applications and careful review of the instructions, literally no change. In fact after the 2nd use i believe my blemish got worse. I can’t believe what a useless gimmick these are. Sephora really needs to stop selling these.",worse than using nothing at all!,light,green,dry,blonde,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
64,27535142820,5,1.0,0.6000000238418579,5,2,3,2021-02-11,OOo I love this product. This is the last time I used it last night.  I noted my laugh lines reduce a little bit.  I know it takes time to improve.  So I order 5 patches at once.,LOVE LINE & WRINKLE ONE,mediumTan,brown,combination,black,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
65,1864203329,4,1.0,1.0,7,0,7,2021-02-10,"I truly think these acne dots are a lot better than any of the other/popular ones I’ve tried. I get a few cystic pimples from time to time and this is the only one that really penetrates them. Mostly because unlike the other ones- this one has little tiny tiny micro spikes (not painful) that get through to the pore. That means you end up using LESS patches than the others. The dots don’t bring the zit to the surface- they actually kind of dissipate it (because let’s be real- there’s no product that brings cystic zits to the surface and even if there was- i wouldnt want it).Usually I wake up with the patch cloudy and the zit is red but it seems to be less dense/painful and more in the healing process. I would say it’s better than when you try to pop a cystic zit and leave a huge hole in your face (which tends to be the case) or use several of the cheaper patches night after night to get the same result. Only negative I have is the packaging- the dots are on a film, in a plastic case, in a single use packet, in the bag. Seems unnecessary",Saves Money in the long run,light,blue,combination,blonde,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
66,9959586369,5,1.0,0.5,2,1,1,2021-02-04,It’s really work it’s really protected your pipple,,rich,brown,combination,black,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
67,2066010692,1,0.0,0.75,4,1,3,2021-02-04,Do not buy this product and save yourself money. I bought this to clear off a blemish that I had fir weeks and my couldn’t wait fir my appointment with my aesthetician and it did not do anything for my blemish. I followed the instructions and used it before bedtime. Did not see any difference not even a tiny one and believe me when I say I used it more than a few times. Better to invest in an aesthetician fir your money than buying this product.,disappointed,lightMedium,brown,normal,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
68,6808212347,5,1.0,1.0,3,0,3,2021-01-21,"I love this product. I’ve bought it time and time again. I typically only get some hormonal or stress related pimples and when they come they are usually HUGE. These patches are amazing. Once you apply you must press into the skin and hold for a few seconds to have it really stick. Do not put creams or serums on right before using this - it won’t stay on. But this really works, when I get a huge pimple I pop this patch on and boom the next morning I wake up and it’s flat. That spot usually stays red for a few days but hey you can cover up redness, bumps not so much. Definitely recommend for people with a few breakouts here and there. I’m not sure how effective this would be for someone with cystic acne or very prone to breakouts.",ALWAYS FLATTENS MY ZITS,fair,green,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
